,ID,Tweet,anger,disgust,fear,joy,love,optimism,pessimism,sadness,trust,neg,pos,label,message_processed,message_length
1840,2017-En-21951,@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me #terrible,1,1,0,0,0,0,0,1,0,3,0,1,profoundly disappointing experience pay almost remedy defect product sell terrible,140
1841,2017-En-30606,"The birds chirp , the sun shines and the wind chimes chime. There was once a smile on this face.",0,0,0,1,0,1,0,0,0,0,2,0,bird chirp sun shine wind chime chime smile face,96
1842,2017-En-10007,"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. #fuming",1,1,0,0,0,0,0,1,0,3,0,1,track show equipment deliver service suddenly delay already week fume,136
1844,2017-En-11527,Losing the will 2 live with @virginmedia business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off #fuming #NoWorkForMe,1,1,0,0,0,0,0,1,0,3,0,1,lose live business go hold minute whoever pick cut fuming noworkforme,141
1845,2017-En-11535,@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!,1,1,1,0,0,0,0,0,0,3,0,1,trump fear anger similar hitler preach come power germany wake america,126
1846,2017-En-30126,"I just really enjoy bright colors, like the colors you would see downtown Miami",0,0,0,1,1,1,0,0,0,0,3,0,really enjoy bright color like color would see downtown miami,79
1847,2017-En-30742,$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.,1,0,0,0,0,0,0,0,0,1,0,1,srpt would etep patient mom advocate drug work anyone listen etep adcomm elate,140
1850,2017-En-20960,"Regardless of your age or station in life, it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring #quote",0,0,0,1,0,1,0,0,0,0,2,0,regardless age station life come one simple truth start jon acuff inspire quote,136
1851,2017-En-30040,@palmtreesarah @WorthingTheatre had more fun than the funniest person in funsville..... Much hilarity as usual.... Thank you â¤ï¸,0,0,0,1,1,0,0,0,0,0,2,0,fun funny person funsville much hilarity usual thank,131
1854,2017-En-20247,@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation ð,0,0,1,0,0,0,1,1,0,3,0,1,struggle real whoa worry young generation,88
1855,2017-En-10508,matt and i just did a psychological study on provocation in abusive relationships.,0,0,0,0,0,1,0,0,0,0,1,0,matt psychological study provocation abusive relationship,82
1856,2017-En-30544,@veggiesausage that happens...u will be ok tomorrow cheer it up..Don't give up no no noððð,0,0,0,1,0,1,0,0,0,0,2,0,happens tomorrow cheer give,99
1857,2017-En-41077,"Usually I'm not one to rush colder weather but this year I'm so ready for hot coffee, dark lippies, scarves, sweaters, &amp; boots ðð¢âï¸ð",0,0,0,1,0,1,0,0,0,0,2,0,usually one rush colder weather year ready hot coffee dark lippies scarves sweater boot,149
1859,2017-En-11544,@jbiggy13 @ToneCapone111 ya and the d was what I was most confident about..... our offense is as good as it's been in 20 years...our d sucks,1,1,0,0,0,0,0,0,0,2,0,1,confident offense good year suck,140
1860,2017-En-21173,@AttentiAlGatto LOL! Why would it scare me? It doesn't make any sense at all but it doesn't scare me! {chuckles},0,0,0,1,0,1,0,0,1,0,3,0,lol would scare make sense scare chuckle,112
1861,2017-En-22242,McDavid breakaway. Lundqvist with a tremendous save.,0,0,0,1,1,1,0,0,0,0,3,0,mcdavid breakaway lundqvist tremendous save,52
1862,2017-En-10475,"@len_snart gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-",1,1,0,0,0,0,0,0,0,2,0,1,give frustrate growl step closer put gun barrier alarm nothing happen,136
1863,2017-En-20966,"@astockeyWTAE @SonniAbatta she is terrific at her job, where is she headed-- I missed that?",0,0,0,0,0,0,0,0,1,0,1,0,terrific job head miss,91
1864,2017-En-21222,Thanks for ripping me off again #Luthansa â¬400 not enough for a one way flight to man from Frk then â¬30 for a bag then free at gate ,1,1,0,0,0,0,0,0,0,2,0,1,thanks rip luthansa enough one way flight man frk bag free gate,136
1865,2017-En-10867,"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund ",1,1,0,0,0,0,0,0,0,2,0,1,please canadian player play player lag atrocious fixthisgame trash sfvrefund,128
1866,2017-En-30104,Aw there's a young fox outside on the grass just jumping around all playful and having a little stretch ð soo cute ðº,0,0,0,1,1,1,0,0,1,0,4,0,young fox outside grass jump around playful little stretch soo cute,122
1868,2017-En-21251,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... ",1,1,0,0,0,0,0,0,0,2,0,1,gahh queue minute put sport dept cancel back queue,108
1869,2017-En-11176,@Remedy0_ switch host no bullet rage.,1,0,0,0,0,0,0,0,0,1,0,1,switch host bullet rage,37
1870,2017-En-21494,"@schokokitsune As much as I always eat....so no. -w- \n\nBut I shake all the time, so eeeeh. Maybe I should go see a doctor 'cause of it .w.",0,0,1,0,0,0,0,0,0,1,0,1,much always eat nbut shake time eeeeh maybe see doctor cause,140
1871,2017-En-30631,"@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? #optimism",0,0,0,1,0,1,0,0,0,0,2,0,go away want see hurt change heart mind really option optimism,137
1873,2017-En-40279,@Ashleyavitia_ don't leave me ,0,0,1,0,0,0,0,1,0,2,0,1,leave,30
1874,2017-En-30298,Watch this amazing live.ly broadcast by @hannah..mccloud #lively #musically,0,0,0,1,0,1,0,0,0,0,2,0,watch amaze live broadcast mccloud lively musically,75
1875,2017-En-20053,@RoseTintMyWorId fucking hell mate absolute nightmare ð,1,1,1,0,0,0,0,0,0,3,0,1,fuck hell mate absolute nightmare,58
1876,2017-En-11442,@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading ,1,1,0,0,0,0,0,1,0,3,0,1,delay streatham cmn clap junc train take min min journey miss train read,131
1877,2017-En-22043,there are magpies gathering around me help I'm going to be swooped ! ,0,0,1,0,0,0,0,0,0,1,0,1,magpie gather around help go swoop,69
1879,2017-En-10916,"Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n#NoteToSelf #offended #mad #upset",1,0,0,0,0,0,0,1,0,2,0,1,note self stop laugh thing offend get mad people notetoself offend mad upset,120
1881,2017-En-40297,Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO,0,0,0,0,0,0,0,1,0,1,0,1,think val might go week take rest week work mourn sure understand gbbo,128
1882,2017-En-30874,@harrietemmett great minds think alike. #rejoice,0,0,0,1,1,1,0,0,0,0,3,0,great mind think alike rejoice,48
1883,2017-En-21447,"@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one ",1,1,0,0,0,0,0,0,0,2,0,1,appointment book today wait day nobody show also request call back never get one,130
1884,2017-En-40303,Add Donte Moncrief to my dismal situation #blessed.,0,0,0,1,1,1,0,0,0,0,3,0,add donte moncrief dismal situation bless,51
1886,2017-En-31427,"If you want others to be #happy, practice #compassion. If you want to be happy, practice compassion.' Dalai Lama",0,0,0,1,1,1,0,0,0,0,3,0,want others happy practice compassion want happy practice compassion dalai lama,112
1887,2017-En-11580,@Cass_Pennant @frankbrunoboxer @WestHamUtd @davidgold @MaccaFrank @JonjoHeuerman @WestHamMagazine @CasualMind_ @karren_brady it's an insult.,1,1,0,0,0,0,0,0,0,2,0,1,insult,140
1888,2017-En-22091,@billmaher @realDonaldTrump was right and you two have very similar stances against #radical #islamic #terror. Time to anoint the Orange one,0,1,1,0,0,0,0,0,0,2,0,1,right two similar stance radical islamic terror time anoint orange one,140
1890,2017-En-40884,"It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",1,0,0,0,0,0,0,1,0,2,0,1,easy fall asleep class hard bed true sober whileyouweresleeping insomnia teamfollowback rocktheretweet,133
1891,2017-En-40091,im so gloomy today,0,0,0,0,0,0,1,1,0,2,0,1,gloomy today,18
1892,2017-En-40978,@LdhranOusby @RobHarris inclined to think that 'documentary' did him more harm than good. If not I despair of people's critical faculties.,1,1,0,0,0,0,0,1,0,3,0,1,inclined think documentary harm good despair people critical faculty,138
1893,2017-En-40778,@DarbyHogle the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! ð,0,0,0,1,1,0,0,0,0,0,2,0,red one would look super pretty bronzy glowy nude lip makeup look black would pretty dark lip,137
1895,2017-En-21104,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..?  #joke,1,1,0,0,0,0,0,0,0,2,0,1,usa embarrass watch last time guys game joke,110
1896,2017-En-11212,I can already tell this programme is going to infuriate me #ExtremeWorld,1,1,0,0,0,0,0,0,0,2,0,1,already tell programme go infuriate extremeworld,72
1897,2017-En-30487,Check out this #film Robocoq 301 #animated #shortfilms,0,0,0,1,0,1,0,0,0,0,2,0,check film robocoq animate shortfilms,54
1898,2017-En-40436,What do you do?'\n'You are not worthy enough to know.' #what #serious,0,1,0,0,0,0,0,0,0,1,0,1,worthy enough know serious,69
1899,2017-En-30762,I was cheering for NA team. Now I just want this is over and Gaudreau comes back in one piece. It is getting way too risky,0,0,1,0,0,0,0,0,0,1,0,1,cheer team want gaudreau come back one piece get way risky,122
1900,2017-En-30409,Watch this amazing live.ly broadcast by @swagrman_fan #lively #musically,0,0,0,1,0,0,0,0,0,0,1,0,watch amaze live broadcast lively musically,72
1901,2017-En-21619,@lhbrown1990 @Jimcummingsacme I'm afraid to look!,0,0,1,0,0,0,0,0,0,1,0,1,afraid look,49
1902,2017-En-40143,When will the weeks full of Mondays end?? ,0,1,0,0,0,0,0,1,0,2,0,1,week full monday end,42
1903,2017-En-40607,More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday,0,0,0,1,0,0,0,0,0,0,1,0,check work today coffee drank serious business thursday bring friday,124
1904,2017-En-10037,@SunandBeachBum 'you people' infuriate me!,1,1,0,0,0,0,0,1,0,3,0,1,people infuriate,42
1905,2017-En-21502,whats with these boxes when i search google on chrome #horrible #distracting,1,1,0,0,0,0,0,0,0,2,0,1,whats box search google chrome horrible distracting,76
1907,2017-En-40631,Just put the winter duvet on âï¸âï¸ð¬âï¸ #serious,0,0,0,1,0,1,0,0,0,0,2,0,put winter duvet serious,60
1908,2017-En-22083,Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready. ,0,0,1,0,0,0,0,1,0,2,0,1,last night dream today christmas woke scream ready,95
1909,2017-En-11578,10 minutes with an incense and all I get is 2 Rattatas. ð#PokemonGO,1,1,0,0,0,0,0,0,0,2,0,1,minute incense get rattatas pokemongo,70
1910,2017-En-20404,"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity",1,1,0,0,0,0,0,1,0,3,0,1,say anything bad situation great mate believe make despair humanity,125
1911,2017-En-10949,@virginmedia I've been disconnected whilst on holiday ð¤ but I don't move house until the 1st October ð¤ ,1,0,0,0,0,0,0,0,0,1,0,1,disconnect whilst holiday move house october,109
1913,2017-En-10611,@josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America.,1,1,0,0,0,0,0,1,0,3,0,1,cam still rattle backlash receive make black comment suffer wrath white america,139
1914,2017-En-20297,"Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes.",1,1,0,0,0,0,0,0,0,2,0,1,sound like donald trump spend today make extra extra sure get frighten white conservative racist vote,131
1915,2017-En-30452,*ZETH voice*: Hit The Target \n (holds up upside down cheering towel),0,0,0,1,0,1,0,0,1,0,3,0,zeth voice hit target hold upside cheer towel,69
1917,2017-En-40095,so lost i'm faded,0,0,0,0,0,0,1,1,0,2,0,1,lose fade,17
1918,2017-En-11607,@MJPWGaming exactly not some flaming reject from fast and furious,1,1,0,0,0,0,0,1,0,3,0,1,exactly flame reject fast furious,65
1919,2017-En-30030,Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed #rejoice,0,0,0,1,1,1,0,0,0,0,3,0,retweeted gunnysmith ndays like today happy alive bless rejoice,102
1920,2017-En-21167,@joey_coops yes Hun! Avoid at all costs!! #nightmare,1,1,1,0,0,0,1,1,0,5,0,1,yes hun avoid cost nightmare,52
1923,2017-En-20576,Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete #nightmare,1,0,1,0,0,0,0,0,0,2,0,1,anyone else find anniversary window update complete nightmare,86
1924,2017-En-20930,@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible,1,1,0,0,0,0,0,0,0,2,0,1,believe rude cashier today return item customer service slack terrible,136
1925,2017-En-22146,@S_Moore24 wow that sounds terrific,0,0,0,1,0,1,0,0,0,0,2,0,wow sound terrific,35
1927,2017-En-30147,@Norn_IronMaiden @forest_fr1ends It's hilarious,0,0,0,1,1,0,0,0,0,0,2,0,hilarious,47
1928,2017-En-21616,"Friday is here, and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa #haunt",0,0,0,1,0,0,0,0,0,0,1,0,friday open tonight tomorrow get jump halloween come play hauntedattraction tulsa haunt,138
1929,2017-En-40473,An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton.  Let that sink in.,0,0,0,0,0,0,1,0,0,1,0,1,hour play concede less west ham northampton let sink,116
1930,2017-En-30137,Be #happy. Be #bright. Be YOU :) #identity #TimelessTips #friendship #family #forest #water #family #TrueLove #God #RoadSoFar #you #LifeTrip,0,0,0,1,0,1,0,0,0,0,2,0,happy bright identity timelesstips friendship family forest water family truelove god roadsofar lifetrip,140
1932,2017-En-10554,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness,0,0,0,0,0,0,0,1,0,1,0,1,move clip youtube tonight vigil hold tulsa metropolitan baptist church terencecruther justice sadness,130
1933,2017-En-22189,"I feel really nervous, or anxious. Idk. My leg keeps shaking. Hmm",0,0,1,0,0,0,0,0,0,1,0,1,feel really nervous anxious idk leg keep shake hmm,65
1934,2017-En-20739,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible,1,1,0,0,0,0,0,0,0,2,0,1,watch tna first time long time hell happen hardyboys impactonpop wwe terrible,114
1935,2017-En-30223,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #lol  #punny",0,0,0,1,1,0,0,0,0,0,2,0,man know juggle ball funny pun lol punny,116
1936,2017-En-30127,"Thanks for making our Mass with Fr. Vallely respectful, meaningful, and joyful @ACSSCrusader @AssumptionHCDSB ! #SeeWithEyesOfMercy",0,0,0,1,1,1,0,0,0,0,3,0,thanks make mass vallely respectful meaningful joyful seewitheyesofmercy,131
1938,2017-En-30082,I would like to congratulate the people of Saudi Arabia a happy and a joyous national day. May you all have a great time! #Ø§ÙÙÙÙ_Ø§ÙÙØ·ÙÙ,0,0,0,1,0,1,0,0,0,0,2,0,would like congratulate people saudi arabia happy joyous national day may great time,146
